X,Y,POINT_X,POINT_Y,dtm10mUTM3
637235.51308813971,5112854.9605638571,637235.51308800001,5112854.96055999960,1028.00000
636419.29805227474,5097777.7407268882,636419.29805200000,5097777.74072999970,950.00000
641757.27798083029,5104485.3796675866,641757.27798100002,5104485.37966999970,1690.00000
638304.16465609195,5109416.098028752,638304.16465599998,5109416.09803000000,1729.00000
635524.05079139094,5114934.8160636574,635524.05079100002,5114934.81606000010,932.00000
639251.84040738409,5112178.6362776039,639251.84040700004,5112178.63628000020,1724.00000
633566.82429416175,5112420.7434319742,633566.82429400005,5112420.74342999980,1990.00000
631070.4068570456,5099091.3438743176,631070.40685699997,5099091.34387000000,1230.00000
631367.39610815316,5102067.7809368465,631367.39610799996,5102067.78094000000,1019.00000
632333.92842126242,5104038.0944208773,632333.92842100002,5104038.09442000000,871.00000
633501.38683228847,5109378.5708259139,633501.38683199999,5109378.57082999960,1516.00000
636620.99872164975,5110371.1861339714,636620.99872200005,5110371.18613000030,816.00000
636910.39433949208,5096683.629664544,636910.39433899999,5096683.62966000010,1650.00000
638133.13719052868,5103926.2701153262,638133.13719100005,5103926.27011999950,1738.00000
641316.07966182381,5103807.9268814493,641316.07966199995,5103807.92688000020,1413.00000
631295.94153456611,5106653.8902450316,631295.94153499999,5106653.89025000020,1155.00000
638530.27989186987,5109072.5788232218,638530.27989200002,5109072.57882000040,1765.00000
635938.06662174547,5108624.7198180268,635938.06662199995,5108624.71982000020,760.00000
635627.99223507242,5103675.8544218699,635627.99223500001,5103675.85441999980,1384.00000
640106.58459482668,5103822.0363868708,640106.58459500002,5103822.03639000000,864.00000
630341.08471117029,5112348.2477388233,630341.08471099997,5112348.24773999960,1532.00000
632573.14098573918,5105468.275566129,632573.14098599995,5105468.27556999960,982.00000
630839.95489229809,5100911.6361458478,630839.95489199995,5100911.63614999970,1224.00000
641274.48311254452,5098589.1142114233,641274.48311300005,5098589.11421000030,724.00000
635948.4545443363,5096000.681866819,635948.45454399998,5096000.68187000040,1829.00000
636730.50425082108,5101984.681913347,636730.50425100001,5101984.68190999980,1083.00000
639928.24997250852,5103012.2753631752,639928.24997300003,5103012.27536000030,1002.00000
637164.98247230088,5108048.8985240432,637164.98247199995,5108048.89852000030,1517.00000
639595.50805224921,5109898.524528129,639595.50805199996,5109898.52453000010,1303.00000
636844.28044865886,5104356.8165109027,636844.28044899995,5104356.81651000030,1327.00000
637675.81008754601,5101062.2656953093,637675.81008800003,5101062.26570000030,484.00000
633559.09727103822,5098928.6859569661,633559.09727100004,5098928.68596000040,583.00000
637290.18472829834,5097003.9538751328,637290.18472799996,5097003.95387999990,1565.00000
636421.38434882881,5107014.8039719649,636421.38434900006,5107014.80396999980,1381.00000
631515.59173829283,5102417.7734122025,631515.59173800005,5102417.77340999990,974.00000
641153.73867479991,5097096.9654773567,641153.73867500003,5097096.96547999980,657.00000
635720.0390462433,5099957.4144425765,635720.03904599999,5099957.41444000040,520.00000
636271.19435333856,5103371.9502337594,636271.19435300003,5103371.95022999960,1155.00000
634521.80403016205,5095576.2983368654,634521.80403000000,5095576.29834000020,1415.00000
630450.50130838028,5101096.413810893,630450.50130799995,5101096.41380999980,1288.00000
641407.60332622193,5097293.9116818449,641407.60332600004,5097293.91167999990,615.00000
632139.56734386098,5112344.9709731359,632139.56734399998,5112344.97097000010,2031.00000
639499.85398060246,5110823.2212772667,639499.85398100002,5110823.22128000020,1511.00000
637530.28115676995,5103860.6549062263,637530.28115699999,5103860.65491000000,1500.00000
633449.73179105297,5114244.6422059834,633449.73179100000,5114244.64221000020,932.00000
642213.20454203477,5096564.2170869708,642213.20454199996,5096564.21709000040,672.00000
632255.71227062156,5108425.78707367,632255.71227100003,5108425.78706999960,1809.00000
636371.69004499586,5110222.1041982453,636371.69004500005,5110222.10419999990,733.00000
633979.28270636662,5104701.7595958235,633979.28270600003,5104701.75960000050,825.00000
635223.73021124792,5099175.3141942853,635223.73021099996,5099175.31419000030,587.00000
632613.63020491751,5097138.4681231417,632613.63020500005,5097138.46812000030,746.00000
632815.43066221336,5113061.4806271847,632815.43066199997,5113061.48063000010,1605.00000
631481.48177627579,5103329.0736434329,631481.48177600000,5103329.07364000010,1005.00000
629492.07065898704,5110296.9659640286,629492.07065899996,5110296.96595999970,2189.00000
642324.09583489795,5095943.6688460726,642324.09583500004,5095943.66885000000,674.00000
629772.59118313156,5099751.2056016251,629772.59118300001,5099751.20560000000,1685.00000
632131.29447736242,5112877.7148092585,632131.29447700002,5112877.71480999980,1810.00000
632245.89434508514,5101396.2272543777,632245.89434500004,5101396.22725000050,723.00000
640804.1187725669,5102116.7022278029,640804.11877299997,5102116.70222999990,714.00000
631732.07242736151,5106959.3633157164,631732.07242700004,5106959.36331999950,1417.00000
632092.82682794193,5109758.3850654997,632092.82682800002,5109758.38506999980,2337.00000
638795.64116902906,5101753.8432742562,638795.64116899995,5101753.84327000010,476.00000
633919.90853489051,5114771.1734382985,633919.90853500005,5114771.17344000000,943.00000
641967.11072504835,5096812.6523364298,641967.11072500004,5096812.65233999960,659.00000
637022.12102973228,5112658.2492472902,637022.12103000004,5112658.24925000030,923.00000
632945.36242428445,5103637.3005091995,632945.36242400005,5103637.30051000040,595.00000
637456.51070008217,5096562.6476399805,637456.51069999998,5096562.64764000010,1558.00000
631602.84338927083,5106532.7405533493,631602.84338900005,5106532.74055000020,1176.00000
633604.50471212785,5109984.3152352972,633604.50471200002,5109984.31524000040,1767.00000
634567.49194707,5107237.8332137726,634567.49194700003,5107237.83320999980,661.00000
638876.55745467078,5112216.3193150591,638876.55745500000,5112216.31931999980,1519.00000
640711.0671124456,5101107.3286824953,640711.06711199996,5101107.32868000030,856.00000
638652.34478334163,5111617.7174163945,638652.34478299995,5111617.71741999970,1498.00000
631871.10074754292,5105515.5459606508,631871.10074799997,5105515.54595999980,1183.00000
640210.45474512374,5104916.2528061811,640210.45474500000,5104916.25281000040,1056.00000
641158.09299446805,5101195.1121078944,641158.09299399995,5101195.11211000010,865.00000
631776.86642903194,5102179.9327943567,631776.86642900005,5102179.93279000000,860.00000
634152.98493841768,5096565.1087343544,634152.98493799998,5096565.10873000040,1120.00000
635951.67880120967,5110956.7255000602,635951.67880100000,5110956.72549999970,726.00000
634499.65716731711,5097696.9334722236,634499.65716700000,5097696.93346999960,1193.00000
636838.28274479636,5111652.8993590828,636838.28274499997,5111652.89936000020,815.00000
632827.77367141552,5110222.5313284164,632827.77367100003,5110222.53132999970,2093.00000
632606.80237300182,5095656.1154893637,632606.80237299995,5095656.11548999980,1201.00000
637606.80135879212,5108582.8213598551,637606.80135900003,5108582.82136000040,1618.00000
631435.86849292158,5103680.2469577845,631435.86849300005,5103680.24696000010,1212.00000
632747.6850816228,5109096.0350555778,632747.68508199998,5109096.03505999970,1814.00000
628900.85475331428,5112027.8945968226,628900.85475299996,5112027.89460000020,2066.00000
637078.42110852269,5106017.1347238291,637078.42110899999,5106017.13472000040,1652.00000
640412.45884902624,5101947.6711694533,640412.45884900005,5101947.67117000000,487.00000
641765.39369603666,5101304.0498475805,641765.39369599998,5101304.04985000010,740.00000
636235.25089947938,5099376.8130160421,636235.25089899998,5099376.81302000020,645.00000
635378.38390397886,5104366.6659951769,635378.38390400005,5104366.66600000020,1420.00000
633580.78818396479,5105403.3333186898,633580.78818399995,5105403.33332000020,643.00000
631553.51582939317,5105391.7162160315,631553.51582900004,5105391.71621999980,1286.00000
631272.67379848799,5110896.3462776355,631272.67379799997,5110896.34628000020,2063.00000
641397.27143627545,5104694.4894527169,641397.27143600001,5104694.48945000020,1518.00000
637682.54398584249,5112967.6307943687,637682.54398600000,5112967.63078999990,1202.00000
635296.62367894163,5096448.4797624499,635296.62367899995,5096448.47975999960,1736.00000
632597.24767640431,5107346.3158960762,632597.24767600000,5107346.31589999980,1653.00000
637194.16585204145,5103721.54946349,637194.16585200001,5103721.54946000040,1347.00000
629980.1163576009,5099974.3587611374,629980.11635799997,5099974.35876000020,1647.00000
634917.83572367323,5097674.4117467282,634917.83572400000,5097674.41175000000,1105.00000
633880.4534257499,5105496.278773482,633880.45342599996,5105496.27876999970,624.00000
636882.30019720923,5109726.6712852707,636882.30019700003,5109726.67129000000,960.00000
631719.29256548185,5107905.6105833454,631719.29256500001,5107905.61058000010,1824.00000
633067.66869159869,5108765.1057497738,633067.66869199998,5108765.10575000010,1453.00000
638581.29689291178,5113076.4584663361,638581.29689300002,5113076.45847000000,1424.00000
638037.4849182372,5111120.4475818984,638037.48491799994,5111120.44758000040,1370.00000
635314.78981724626,5112948.0288230237,635314.78981700004,5112948.02881999970,841.00000
635471.64504129835,5100968.6865283502,635471.64504099998,5100968.68652999960,793.00000
637934.53366965917,5096081.4290479496,637934.53367000003,5096081.42905000040,1129.00000
634622.18667431199,5112293.0765183382,634622.18667400000,5112293.07651999970,1378.00000
632668.02553586126,5113256.0570337642,632668.02553600003,5113256.05702999980,1478.00000
639235.18312376912,5104949.6707736701,639235.18312399997,5104949.67076999970,1193.00000
636188.99857149052,5107580.9100384908,636188.99857099995,5107580.91004000050,1154.00000
637431.31575557473,5105358.8523434084,637431.31575600000,5105358.85233999980,1489.00000
638078.18057119031,5100783.0994265797,638078.18057099998,5100783.09943000040,620.00000
633647.77120057656,5109640.7703340659,633647.77120099997,5109640.77032999970,1532.00000
633212.3638786769,5095482.358781579,633212.36387899995,5095482.35878000040,1505.00000
638178.43184797163,5101508.4644500203,638178.43184800004,5101508.46444999990,482.00000
632995.1813967356,5095184.1046963464,632995.18139699998,5095184.10470000000,1386.00000
641392.24499631417,5096375.600612198,641392.24499599996,5096375.60061000010,671.00000
634271.98380690289,5112816.4311155556,634271.98380699998,5112816.43111999980,1483.00000
633689.61785735225,5107879.0279578501,633689.61785699998,5107879.02795999960,1124.00000
642459.14775419631,5098133.8376605045,642459.14775400003,5098133.83765999970,603.00000
640207.0160306755,5098747.3493944313,640207.01603099995,5098747.34939000010,883.00000
634288.36645022454,5101583.8244457394,634288.36644999997,5101583.82445000020,1256.00000
640771.59690840368,5105405.1687261891,640771.59690799995,5105405.16873000000,1405.00000
635212.8891970464,5106627.5177167347,635212.88919699995,5106627.51771999990,909.00000
630874.69844133477,5098442.7988628503,630874.69844099996,5098442.79886000040,1304.00000
635073.80985644623,5100274.7091962341,635073.80985600001,5100274.70920000040,527.00000
637512.79018757562,5098452.4962452566,637512.79018799996,5098452.49624999990,1418.00000
632747.53871812567,5112682.2003970025,632747.53871800005,5112682.20040000040,1745.00000
633271.17856079363,5106024.173248684,633271.17856100004,5106024.17325000000,792.00000
640871.6789911408,5102546.7567888619,640871.67899100005,5102546.75679000000,705.00000
629253.80715953745,5113148.6702138763,629253.80715999997,5113148.67021000010,1452.00000
636775.42884948046,5097626.8528180746,636775.42884900002,5097626.85281999970,1190.00000
635751.81210825639,5099502.700588434,635751.81210800004,5099502.70058999960,619.00000
641246.74041715171,5103035.3247889411,641246.74041700002,5103035.32479000000,1098.00000
637765.00146600942,5099630.419424423,637765.00146599999,5099630.41942000020,969.00000
637299.83041167131,5111674.5209810762,637299.83041199995,5111674.52097999960,973.00000
635137.03391670121,5098717.2152331416,635137.03391700005,5098717.21523000020,739.00000
638906.25105963869,5105498.3340149857,638906.25106000004,5105498.33401000030,1183.00000
633449.05970509828,5096065.9628173728,633449.05970500002,5096065.96282000000,1372.00000
634513.0910313935,5113736.0625715191,634513.09103100002,5113736.06257000010,1208.00000
637412.30688506656,5096793.8841773868,637412.30688499997,5096793.88418000010,1707.00000
637222.47165533574,5104251.3160403073,637222.47165500000,5104251.31603999990,1411.00000
641944.0429879874,5095602.984093884,641944.04298799997,5095602.98409000040,675.00000
641733.4129105499,5097465.8020392172,641733.41291099996,5097465.80204000040,536.00000
630221.78926699865,5105794.5791850444,630221.78926700004,5105794.57919000000,1555.00000
636171.52043903107,5108148.4869719082,636171.52043899999,5108148.48697000000,974.00000
629518.84111743025,5100821.8350006063,629518.84111699997,5100821.83500000000,1697.00000
638376.15958419698,5113463.0337772146,638376.15958400001,5113463.03378000020,1588.00000
638884.80337511247,5096017.6329583731,638884.80337500002,5096017.63296000010,828.00000
634213.13999061496,5107639.7497260571,634213.13999099995,5107639.74973000030,846.00000
642006.77952155436,5097446.311254086,642006.77952200000,5097446.31125000030,577.00000
633209.08650672459,5103074.544411649,633209.08650700003,5103074.54440999960,676.00000
632013.54391841893,5105193.2863286613,632013.54391799995,5105193.28632999960,1193.00000
634425.07975586213,5096452.7815638203,634425.07975599996,5096452.78156000000,1259.00000
632484.18795177166,5096454.1226056255,632484.18795199995,5096454.12261000000,967.00000
631535.75455026375,5106260.8004852999,631535.75454999995,5106260.80049000030,1015.00000
639576.10595298442,5100474.1486110501,639576.10595300002,5100474.14860999960,1212.00000
640278.82888719253,5102236.4901629705,640278.82888699998,5102236.49015999960,602.00000
637615.1935049037,5104340.7356943786,637615.19350499997,5104340.73568999950,1564.00000
635278.78362068767,5103033.9541201256,635278.78362100001,5103033.95411999990,1126.00000
628956.93125159689,5112384.0819313936,628956.93125200004,5112384.08193000030,2172.00000
632298.56663870229,5112474.6947661592,632298.56663899997,5112474.69476999990,1939.00000
635585.8515080167,5110629.2083040951,635585.85150800005,5110629.20830000010,799.00000
636009.9700509205,5097666.6674731281,636009.97005100001,5097666.66746999980,1241.00000
639489.79822059104,5100813.9065683018,639489.79822100000,5100813.90656999960,1015.00000
633380.71950521227,5096402.9558068831,633380.71950500004,5096402.95581000020,1290.00000
642316.15790155274,5102474.6195255863,642316.15790200001,5102474.61952999980,1087.00000
631083.53958042269,5099404.8701455882,631083.53957999998,5099404.87014999990,1195.00000
630793.3820788709,5104697.9721947545,630793.38207900000,5104697.97219000010,1538.00000
638248.65338820172,5111593.1574054845,638248.65338799998,5111593.15741000050,1354.00000
631010.13987315714,5104590.4782786928,631010.13987299998,5104590.47828000040,1499.00000
637464.7978496768,5101988.2109718136,637464.79784999997,5101988.21097000040,733.00000
638647.90263691614,5110452.6316154674,638647.90263699996,5110452.63162000010,1551.00000
632149.54019915068,5102819.2233266747,632149.54019900004,5102819.22333000040,644.00000
633675.28699050716,5104464.9670148818,633675.28699099994,5104464.96700999980,671.00000
637816.71332259546,5097461.0923403986,637816.71332300000,5097461.09234000000,1468.00000
640237.81760087062,5100276.1525752433,640237.81760099996,5100276.15258000050,1368.00000
636337.6528527505,5105734.8885381157,636337.65285299998,5105734.88853999970,1679.00000
630105.33000203944,5110467.7688373514,630105.33000199997,5110467.76884000000,2131.00000
632135.7714462874,5096958.0129102077,632135.77144599997,5096958.01291000000,713.00000
641021.12688167649,5095380.8870885251,641021.12688200001,5095380.88709000030,820.00000
639957.40530075086,5102216.0582527947,639957.40530099999,5102216.05824999980,585.00000
639534.49948844616,5100177.6418239065,639534.49948799994,5100177.64181999960,1253.00000
634013.08118681598,5106577.0804490866,634013.08118700003,5106577.08045000020,648.00000
636543.27861041203,5114015.0035593435,636543.27861000004,5114015.00356000010,890.00000
633671.78010283562,5100278.8590442035,633671.78010300000,5100278.85903999950,560.00000
641865.30991471955,5102755.8097636877,641865.30991499999,5102755.80975999960,1229.00000
638781.49011615501,5102293.8033950394,638781.49011599994,5102293.80339999960,673.00000
633578.96182409825,5098515.094372943,633578.96182400000,5098515.09437000010,592.00000
633209.99862527312,5111209.4255867098,633209.99862500001,5111209.42559000010,1984.00000
631129.79426455009,5104177.7657769825,631129.79426500003,5104177.76578000000,1384.00000
640372.76689392386,5099720.2874161052,640372.76689400000,5099720.28741999990,1268.00000
632170.28717512335,5097278.5215991959,632170.28717499995,5097278.52159999960,777.00000
633385.67273320025,5110437.07533863,633385.67273300001,5110437.07534000000,1895.00000
638785.72072538245,5098511.5083966963,638785.72072500002,5098511.50839999970,1599.00000
637384.01766711357,5111009.2360096145,637384.01766699995,5111009.23601000010,1031.00000
640576.07151800883,5098248.1904137041,640576.07151799998,5098248.19041000030,800.00000
638368.49612352275,5105898.6266293358,638368.49612400006,5105898.62662999980,1579.00000
638654.16338044207,5104847.0333929984,638654.16338000004,5104847.03339000050,1439.00000
629373.74551771348,5111011.4417359279,629373.74551799998,5111011.44173999970,2002.00000
635143.35181747761,5106889.606085673,635143.35181699996,5106889.60608999990,820.00000
636297.35924516071,5101254.4756745528,636297.35924500006,5101254.47566999960,732.00000
630653.40657110163,5110224.2534413831,630653.40657100000,5110224.25344000010,1941.00000
638055.32902619813,5107436.9869942721,638055.32902599999,5107436.98699000010,1937.00000
637457.63191357139,5104518.9155408433,637457.63191400003,5104518.91554000040,1508.00000
634681.36704838008,5110742.2642076761,634681.36704799999,5110742.26420999970,1159.00000
631322.64238028962,5101767.780677028,631322.64237999998,5101767.78067999990,1028.00000
635746.20960619615,5107474.7135487823,635746.20960599999,5107474.71355000050,961.00000
636597.05513444182,5106294.7016153689,636597.05513400002,5106294.70162000040,1733.00000
634856.56341118226,5110049.1274632458,634856.56341099995,5110049.12746000010,1138.00000
641158.99162947643,5097711.2233900428,641158.99162900005,5097711.22338999990,668.00000
636879.80044882046,5103504.9822136732,636879.80044899997,5103504.98221000000,1183.00000
634444.68480869813,5113528.4524674118,634444.68480900000,5113528.45246999990,1326.00000
637544.20251613692,5113388.5839670226,637544.20251600002,5113388.58397000000,1260.00000
638827.79385919718,5098029.6254718648,638827.79385899997,5098029.62547000030,1634.00000
635045.49255088309,5101587.9909272417,635045.49255099997,5101587.99093000030,1140.00000
629497.62088148901,5111919.7113054665,629497.62088099995,5111919.71131000020,1695.00000
638034.19146675593,5102366.2717866627,638034.19146700006,5102366.27178999970,860.00000
634727.35355326661,5101442.619837055,634727.35355300002,5101442.61983999980,1261.00000
634130.10478001274,5101451.2926657777,634130.10478000005,5101451.29267000030,1212.00000
634995.21047378238,5112299.5398569498,634995.21047399996,5112299.53985999990,1174.00000
629443.13417006051,5101817.3532338869,629443.13416999998,5101817.35322999950,1583.00000
629349.86801246798,5110441.2493113894,629349.86801199999,5110441.24930999990,2066.00000
638934.4405078612,5110392.9750209078,638934.44050799997,5110392.97501999980,1635.00000
640265.63898143324,5111387.7815600103,640265.63898100005,5111387.78156000000,1523.00000
640562.20240885811,5110906.2543037608,640562.20240900002,5110906.25430000010,1889.00000
633762.57361841702,5108540.7400925737,633762.57361800002,5108540.74009000040,1074.00000
630228.98012519837,5100816.1574958852,630228.98012500000,5100816.15749999970,1480.00000
637349.83625367703,5112658.2359791603,637349.83625399997,5112658.23598000030,1009.00000
635157.69285970612,5114152.5594036374,635157.69285999995,5114152.55939999970,774.00000
634694.13930477854,5095279.0569860497,634694.13930499996,5095279.05699000040,1539.00000
638417.67056560772,5108458.3990608901,638417.67056600004,5108458.39905999970,1881.00000
631646.21435372438,5097426.1265631504,631646.21435400005,5097426.12655999980,1067.00000
641055.07677273522,5098999.2259244071,641055.07677299995,5098999.22592000010,801.00000
637490.69050499308,5100909.7036448456,637490.69050499995,5100909.70364000000,483.00000
636616.07543112873,5110877.8297963524,636616.07543099998,5110877.82980000040,750.00000
635501.3108180433,5105661.897517697,635501.31081800000,5105661.89752000010,1234.00000
636631.96252311487,5099441.1770285992,636631.96252299997,5099441.17702999990,663.00000
637424.45492231613,5107145.8771254597,637424.45492199995,5107145.87712999990,1683.00000
635914.20324282255,5098816.3985253973,635914.20324299997,5098816.39852999990,735.00000
637840.74419599364,5106954.2007875135,637840.74419600004,5106954.20079000010,1724.00000
629123.11981664202,5113610.6222743699,629123.11981700000,5113610.62227000020,1133.00000
636761.00533309905,5114841.1522014234,636761.00533299998,5114841.15220000040,897.00000
636413.45844984974,5107895.6823317809,636413.45845000003,5107895.68233000020,1077.00000
637734.5002158226,5108342.63124,637734.50021600001,5108342.63124000000,1726.00000
641112.77079633577,5103646.5001189467,641112.77079600003,5103646.50012000000,1211.00000
632947.38618970546,5114516.1307362672,632947.38618999999,5114516.13073999990,1060.00000
633529.65907934704,5100986.7012570761,633529.65907900000,5100986.70125999950,692.00000
638743.53351000859,5109858.201446984,638743.53350999998,5109858.20144999960,1562.00000
639654.83291224763,5101135.4775456302,639654.83291200001,5101135.47755000000,746.00000
631092.5544872866,5098145.2117275167,631092.55448699999,5098145.21172999960,1359.00000
638694.04774542945,5112819.1142251268,638694.04774499999,5112819.11423000040,1343.00000
635927.18466872023,5105543.1492721736,635927.18466899998,5105543.14926999990,1419.00000
638880.92199334712,5109701.0603907313,638880.92199299997,5109701.06039000020,1564.00000
639718.02325686696,5111776.4747805046,639718.02325700002,5111776.47477999980,1730.00000
635429.14503829961,5107599.5326040406,635429.14503799996,5107599.53259999960,744.00000
641380.57611059351,5101255.8924468858,641380.57611100003,5101255.89245000020,841.00000
639311.99552874221,5101721.1777189597,639311.99552899995,5101721.17772000000,465.00000
635115.23988919239,5110356.5188563615,635115.23988899996,5110356.51886000020,1063.00000
635767.97236036905,5098024.218777203,635767.97236000001,5098024.21877999980,1090.00000
635187.80201217579,5104166.8349850196,635187.80201200000,5104166.83499000040,1353.00000
636622.71138337895,5105309.5768861966,636622.71138300002,5105309.57689000010,1656.00000
629276.90511331626,5111410.804141379,629276.90511299996,5111410.80413999970,1717.00000
633446.80912070244,5107607.802786639,633446.80912100000,5107607.80279000010,1198.00000
638961.82062805991,5101024.3128156094,638961.82062799996,5101024.31281999960,828.00000
637670.25610741018,5104655.6329807658,637670.25610700005,5104655.63298000020,1597.00000
635229.58989035175,5114490.9610181153,635229.58988999994,5114490.96102000030,804.00000
639144.57493446069,5095419.1901111435,639144.57493400003,5095419.19010999990,1286.00000
634233.23810077191,5097554.501840597,634233.23810099997,5097554.50184000000,1124.00000
640906.66941627802,5105164.8821302829,640906.66941600002,5105164.88212999980,1573.00000
636496.83231219859,5105095.4503884008,636496.83231199998,5105095.45038999990,1683.00000
633176.42143004644,5101298.7327228254,633176.42142999999,5101298.73271999970,593.00000
638829.69058625342,5100035.5984151671,638829.69058599998,5100035.59841999970,1064.00000
638242.60901865317,5100176.9177893018,638242.60901899997,5100176.91779000030,793.00000
639035.92745279102,5099932.0518898349,639035.92745299998,5099932.05188999980,1065.00000
642402.14336854802,5119938.3129382096,642402.14336900006,5119938.31293999960,1977.00000
643539.28182335512,5119545.5590042099,643539.28182300006,5119545.55900000040,2077.00000
642234.54986803595,5120596.3361469544,642234.54986799997,5120596.33614999990,2032.00000
643903.63897742343,5119088.6340368511,643903.63897700002,5119088.63403999990,1845.00000
642228.65887261974,5116358.8274663212,642228.65887299995,5116358.82746999990,1758.00000
639205.16784762591,5116463.4264861075,639205.16784799995,5116463.42649000040,1362.00000
641369.71802717238,5118152.2015807135,641369.71802699997,5118152.20158000010,1221.00000
641352.39013769559,5119990.5831438992,641352.39013800002,5119990.58313999980,1715.00000
642923.93837732193,5120162.8237634748,642923.93837700004,5120162.82376000010,2018.00000
640432.66925184673,5116696.3015061766,640432.66925200005,5116696.30150999970,1584.00000
642701.08975958824,5120308.5281107612,642701.08976000000,5120308.52811000030,2036.00000
644696.35001408029,5119138.056233488,644696.35001399997,5119138.05623000020,1807.00000
639806.93473612261,5118217.70311312,639806.93473600002,5118217.70311000010,1363.00000
640683.46816117247,5116218.6775622349,640683.46816100006,5116218.67755999970,1549.00000
642631.34642332711,5118218.5802760562,642631.34642299998,5118218.58028000030,1651.00000
638754.98970354546,5118569.5534759173,638754.98970399995,5118569.55348000020,1613.00000
639677.73083792324,5119792.7702698354,639677.73083799996,5119792.77027000020,1717.00000
642031.04106350034,5119906.944989752,642031.04106399999,5119906.94498999980,1925.00000
642253.65770570328,5118208.5271586915,642253.65770600003,5118208.52716000010,1461.00000
639988.09543482575,5116721.5965067809,639988.09543500002,5116721.59650999960,1510.00000
641896.16457493603,5117947.9205194684,641896.16457499994,5117947.92052000020,1279.00000
643180.60981966881,5119707.2987416424,643180.60982000001,5119707.29874000050,2004.00000
640115.22521676868,5117906.6751067573,640115.22521700000,5117906.67511000020,1231.00000
642077.95639483724,5118615.0860744612,642077.95639499999,5118615.08607000020,1356.00000
640126.07439504168,5120188.9228852671,640126.07439500000,5120188.92289000000,1683.00000
639186.61917535495,5117619.4910575021,639186.61917500000,5117619.49105999990,1253.00000
642119.48202453041,5119102.748161966,642119.48202500003,5119102.74816000000,1550.00000
640245.66844993038,5119174.1443124572,640245.66845000000,5119174.14431000040,1588.00000
639252.4676552735,5116762.7021845514,639252.46765500004,5116762.70218000000,1241.00000
640991.68512034626,5120009.1424105531,640991.68512000004,5120009.14240999990,1486.00000
640442.07630143454,5119844.6921366472,640442.07630099996,5119844.69213999990,1532.00000
641667.68169711134,5118967.1103370115,641667.68169700005,5118967.11034000010,1509.00000
644140.51285430696,5118063.7860474586,644140.51285399997,5118063.78605000020,1818.00000
640751.82330621569,5115906.9929575492,640751.82330599998,5115906.99296000040,1566.00000
641032.99087526638,5118421.0923263077,641032.99087500002,5118421.09233000040,1246.00000
642822.92373881268,5119693.4741710927,642822.92373899999,5119693.47417000030,1944.00000
642947.55625918461,5119433.0642210413,642947.55625899998,5119433.06422000010,1937.00000
642916.94388793723,5117439.9442278482,642916.94388799998,5117439.94422999960,1542.00000
640201.32979219349,5119827.8931955071,640201.32979200000,5119827.89319999980,1629.00000
642904.99765191192,5118493.5239214702,642904.99765200005,5118493.52391999960,1516.00000
642106.69154585677,5117293.8821651386,642106.69154599996,5117293.88217000010,1300.00000
644271.74305337702,5117219.9520250903,644271.74305299995,5117219.95203000030,2192.00000
639495.72895213799,5118538.2632367397,639495.72895200003,5118538.26324000020,1502.00000
644328.18618348893,5118194.3015250079,644328.18618299998,5118194.30152999980,1789.00000
642155.64204780012,5117044.2695453335,642155.64204800001,5117044.26955000030,1373.00000
644092.04129687615,5119848.4831461459,644092.04129700002,5119848.48314999980,2077.00000
644423.72298338555,5119097.1667512991,644423.72298299999,5119097.16674999990,1802.00000
644421.08431494387,5119775.726945037,644421.08431499999,5119775.72695000000,2095.00000
642170.5583130311,5116588.6400647955,642170.55831300002,5116588.64006000010,1673.00000
638987.81293412542,5118308.9114948725,638987.81293400005,5118308.91148999990,1507.00000
641544.7769647839,5117548.694761619,641544.77696499997,5117548.69476000030,1429.00000
639424.17989868368,5116263.6004825477,639424.17989899998,5116263.60047999960,1558.00000
642478.86999732431,5118920.2167401761,642478.86999699997,5118920.21674000010,1492.00000
640789.94156008074,5119845.8610533327,640789.94155999995,5119845.86105000040,1440.00000
641621.55851773615,5116893.543471802,641621.55851799995,5116893.54346999990,1675.00000
639332.4155984947,5119777.6318620406,639332.41559800005,5119777.63186000010,1766.00000
639734.92990192666,5118931.1771972124,639734.92990200000,5118931.17719999980,1625.00000
644133.41492260376,5119437.4708618931,644133.41492300003,5119437.47085999980,1981.00000
643899.03100542421,5118238.8419897053,643899.03100500000,5118238.84198999960,1689.00000
641333.95170063945,5118432.5275300974,641333.95170099998,5118432.52752999960,1273.00000
642568.31029271113,5117364.7279608576,642568.31029299996,5117364.72795999980,1378.00000
641069.78699928964,5119121.600343748,641069.78699900000,5119121.60034000040,1433.00000
640935.92539980193,5116881.8803111631,640935.92539999995,5116881.88030999990,1290.00000
641100.28446208499,5116320.8638500394,641100.28446200001,5116320.86385000030,1347.00000
638744.50397831097,5116929.2971713925,638744.50397800002,5116929.29717000020,1131.00000
644616.82155872684,5118180.5696835518,644616.82155899995,5118180.56967999970,1884.00000
642222.97053585458,5120277.716725111,642222.97053599998,5120277.71673000050,2024.00000
642587.27273990016,5117630.4695937885,642587.27274000004,5117630.46958999990,1503.00000
643685.88735957269,5120370.6071318956,643685.88736000005,5120370.60713000040,2011.00000
642035.5464744654,5116160.2951999707,642035.54647399997,5116160.29519999960,1774.00000
641698.29003613803,5120263.3436797243,641698.29003599996,5120263.34367999990,1826.00000
639077.99128048029,5116953.0482603805,639077.99127999996,5116953.04825999960,1087.00000
