X,Y,POINT_X,POINT_Y,dtm10mUTM3
636537.91721129394,5101244.8457051562,636537.91721099999,5101244.84571000000,700.00000
635530.30928459996,5103497.3923818292,635530.30928499997,5103497.39238000010,1342.00000
635503.25067054876,5111219.9244691683,635503.25067099999,5111219.92447000000,854.00000
635960.38131238124,5099743.7580079911,635960.38131199998,5099743.75801000000,576.00000
634321.67400748958,5107861.1164796883,634321.67400700005,5107861.11648000030,849.00000
639786.34049703716,5097995.6834984235,639786.34049700003,5097995.68350000030,951.00000
640994.69179126958,5105433.7917264281,640994.69179099996,5105433.79172999970,1620.00000
637589.91795241996,5113185.1363778412,637589.91795200005,5113185.13638000000,1212.00000
630649.84914900805,5105112.6503540697,630649.84914900002,5105112.65034999980,1672.00000
640353.87386531837,5097917.4121905006,640353.87386499997,5097917.41218999960,794.00000
634675.67616069189,5096551.917031277,634675.67616100004,5096551.91703000010,1389.00000
634101.87318991683,5097176.3726818459,634101.87318999995,5097176.37268000000,1121.00000
638207.03146313142,5112696.7470028428,638207.03146299999,5112696.74700000040,1323.00000
629323.34102604026,5099489.3818131201,629323.34102599998,5099489.38181000020,1913.00000
635995.46019951731,5106679.3435941422,635995.46019999997,5106679.34358999970,1314.00000
640568.37722108327,5096711.854827553,640568.37722100003,5096711.85482999960,642.00000
636236.6750858801,5103662.0976190101,636236.67508600000,5103662.09762000010,1253.00000
631744.0984672152,5098042.8510098383,631744.09846699995,5098042.85101000030,1238.00000
639083.26465078117,5096650.2805721108,639083.26465100003,5096650.28057000040,925.00000
637337.79784586269,5112251.8532163911,637337.79784599994,5112251.85321999990,1019.00000
637070.87719018769,5100683.3544561593,637070.87719000003,5100683.35446000010,491.00000
635942.17857447383,5111335.2477383772,635942.17857400002,5111335.24773999960,738.00000
631812.05809812318,5111610.443152762,631812.05809800001,5111610.44314999970,2001.00000
642870.12685965956,5096106.1120912582,642870.12685999996,5096106.11209000000,647.00000
639275.50994643581,5102425.3086081212,639275.50994599995,5102425.30860999970,771.00000
635998.33534911112,5109630.5586370379,635998.33534899994,5109630.55864000040,714.00000
642461.93470702507,5103454.0040152231,642461.93470700004,5103454.00401999990,1316.00000
632161.68114519003,5099170.0357520934,632161.68114500004,5099170.03574999980,1157.00000
638743.62108265155,5110876.7809648616,638743.62108299998,5110876.78096000010,1647.00000
637614.74851404037,5099178.3623554008,637614.74851399998,5099178.36235999970,1243.00000
631727.4319241062,5113319.3625715403,631727.43192400003,5113319.36256999990,1510.00000
638306.87189419358,5104965.4103906676,638306.87189399998,5104965.41038999990,1612.00000
632716.28106326726,5111512.4043887313,632716.28106299997,5111512.40438999980,2084.00000
633320.27682930208,5099526.1466588583,633320.27682899998,5099526.14666000010,610.00000
640098.96580674546,5112019.0708451942,640098.96580699994,5112019.07084999980,1748.00000
637112.70896485215,5107655.5214493498,637112.70896500000,5107655.52144999990,1390.00000
635048.59390367975,5103301.4663347024,635048.59390400001,5103301.46633000020,1174.00000
634165.74102727347,5103092.2949284827,634165.74102700001,5103092.29492999990,1212.00000
639731.73402667686,5104399.4196734857,639731.73402700003,5104399.41966999970,980.00000
635131.78451965039,5113669.8707609288,635131.78451999999,5113669.87076000030,777.00000
630396.33209283906,5111977.2452042755,630396.33209299995,5111977.24519999980,1615.00000
640112.29870536237,5111196.2182965921,640112.29870499996,5111196.21829999980,1465.00000
638174.63786746492,5099289.6821014769,638174.63786699995,5099289.68209999990,1192.00000
633571.72996983014,5097651.5287148114,633571.72996999999,5097651.52871000020,813.00000
635999.65648053272,5109288.4324801266,635999.65648100001,5109288.43248000000,735.00000
639285.98961107014,5099887.3938636426,639285.98961100006,5099887.39386000020,1126.00000
633130.47109433822,5104721.9610231742,633130.47109400004,5104721.96102000030,637.00000
636043.58061314758,5104187.5106851887,636043.58061299997,5104187.51068999990,1620.00000
638322.47281701467,5098398.001636982,638322.47281700000,5098398.00164000040,1763.00000
633147.21547769813,5109247.5534359999,633147.21547800000,5109247.55343999990,1744.00000
638590.62318261305,5100074.8210563539,638590.62318300002,5100074.82106000000,972.00000
632473.78658142593,5109687.678641594,632473.78658099996,5109687.67863999960,2246.00000
631876.20518615795,5100339.7426154073,631876.20518599998,5100339.74261999970,1026.00000
638990.8306486418,5104327.6464805556,638990.83064900001,5104327.64647999960,1554.00000
631913.74212152022,5095700.3796233842,631913.74212199997,5095700.37961999980,889.00000
630920.30202057492,5105082.6431211783,630920.30202099995,5105082.64312000010,1599.00000
635083.04620188673,5109437.8493495397,635083.04620200000,5109437.84934999980,836.00000
638767.2526888469,5113226.8978854557,638767.25268899999,5113226.89788999970,1518.00000
635071.81639639125,5114635.2178791855,635071.81639599998,5114635.21788000040,806.00000
631616.75844036986,5099207.7978193797,631616.75844000001,5099207.79782000000,1224.00000
634731.57398035517,5096030.5938665187,634731.57397999999,5096030.59387000000,1454.00000
638179.06620961707,5112266.1638647318,638179.06620999996,5112266.16385999970,1239.00000
631606.96330263105,5111378.5414425414,631606.96330299997,5111378.54143999980,1947.00000
642826.91875405458,5096375.576586782,642826.91875399998,5096375.57658999970,652.00000
632935.86880939733,5096099.6029494032,632935.86880900001,5096099.60295000020,1191.00000
640044.79667867871,5096389.9532939233,640044.79667900002,5096389.95328999960,745.00000
630763.70639704796,5109911.5739358971,630763.70639700000,5109911.57393999960,2020.00000
633589.51497441554,5095208.5507613588,633589.51497400005,5095208.55076000000,1673.00000
632539.46526606265,5110112.2959802793,632539.46526600001,5110112.29597999990,2254.00000
635456.6143464169,5108797.8633300839,635456.61434600002,5108797.86333000010,706.00000
638259.42167083593,5105432.2668379946,638259.42167099996,5105432.26683999970,1611.00000
636259.41658939421,5098189.3022115463,636259.41658900003,5098189.30221000030,1039.00000
635970.71772559243,5114554.2687471928,635970.71772600000,5114554.26874999980,883.00000
639674.55899121985,5111236.1448351005,639674.55899100006,5111236.14484000020,1508.00000
636529.85562607204,5113170.6418084987,636529.85562599998,5113170.64180999990,786.00000
631204.44682635763,5111866.1525290199,631204.44682600000,5111866.15252999960,1947.00000
630482.45748148672,5099177.9098940166,630482.45748099999,5099177.90988999980,1428.00000
638636.79659783014,5096787.6338682808,638636.79659799999,5096787.63387000000,1246.00000
631950.507977281,5103518.3041615728,631950.50797699997,5103518.30415999980,918.00000
640402.7453827071,5098826.7256649621,640402.74538300000,5098826.72566000000,869.00000
632377.33213217568,5095635.1028126795,632377.33213200001,5095635.10281000010,1096.00000
636765.11912900512,5100806.4457572941,636765.11912900000,5100806.44575999960,493.00000
631660.39946627966,5098403.2950625038,631660.39946600003,5098403.29506000040,1298.00000
635284.81747057498,5109260.8253467567,635284.81747100002,5109260.82534999960,746.00000
636290.5507502245,5097172.192950218,636290.55075000005,5097172.19295000010,1334.00000
636715.80038689519,5112166.0602475349,636715.80038699997,5112166.06025000010,811.00000
633510.61639166204,5102170.9907604689,633510.61639200000,5102170.99076000040,1013.00000
635444.47512482526,5111875.7987968596,635444.47512500000,5111875.79880000000,954.00000
640007.00748556748,5105552.0995790754,640007.00748599996,5105552.09958000020,917.00000
630310.04159400612,5099445.3843065873,630310.04159399995,5099445.38430999960,1491.00000
635240.94681859657,5102795.1667713337,635240.94681899995,5102795.16677000000,1117.00000
639057.34871225897,5096972.9485596037,639057.34871199995,5096972.94856000040,1103.00000
638279.05251605611,5107875.0273333834,638279.05251600000,5107875.02733000000,1912.00000
633250.69909641217,5110172.0064389575,633250.69909600005,5110172.00643999970,1957.00000
632118.08533913898,5107957.7796236118,632118.08533899998,5107957.77962000020,1971.00000
641845.95468229929,5097225.9702588981,641845.95468199998,5097225.97025999990,618.00000
636754.77978615451,5109898.1834524861,636754.77978600003,5109898.18345000040,881.00000
636318.7529304733,5113516.9596902663,636318.75292999996,5113516.95968999990,779.00000
630509.35351981746,5110615.6075578453,630509.35352000000,5110615.60756000040,1953.00000
637283.71178004751,5102625.7413608106,637283.71178000001,5102625.74136000030,1213.00000
639108.09456597641,5102860.1147849206,639108.09456600004,5102860.11478000040,1026.00000
632097.32313698018,5111970.5605419669,632097.32313699997,5111970.56054000000,2146.00000
633334.97324552108,5112628.6607797947,633334.97324600001,5112628.66077999960,1889.00000
634872.28347402276,5106601.7332002949,634872.28347400005,5106601.73319999970,728.00000
639260.76616135018,5097173.8236794798,639260.76616100001,5097173.82368000040,1054.00000
634232.58502545464,5095580.0793018062,634232.58502500004,5095580.07930000030,1511.00000
633551.19010995841,5108728.9501513094,633551.19010999997,5108728.95014999990,1264.00000
631139.98552803474,5098823.2979764817,631139.98552800005,5098823.29798000030,1209.00000
639715.19479136623,5100655.1404896714,639715.19479099999,5100655.14049000010,1130.00000
630527.29404400918,5100653.8996366877,630527.29404399998,5100653.89964000040,1432.00000
636097.99771454313,5102966.5946593918,636097.99771499995,5102966.59465999990,1045.00000
634221.11265490926,5114865.7624615654,634221.11265499995,5114865.76245999990,905.00000
635298.28210609592,5100684.3887049071,635298.28210600000,5100684.38870000000,690.00000
637626.34595484566,5107807.8154715206,637626.34595500003,5107807.81546999980,1676.00000
639945.7110967926,5104993.6409016736,639945.71109700005,5104993.64090000000,840.00000
634282.93187865696,5104791.1973250872,634282.93187900004,5104791.19732999990,972.00000
636580.81741534895,5102648.7823237292,636580.81741500006,5102648.78232000020,1320.00000
631217.37726552342,5101148.0444596373,631217.37726600002,5101148.04445999950,1070.00000
640073.00880784984,5099514.5885728328,640073.00880800001,5099514.58856999970,1229.00000
642232.23405890609,5096952.127617362,642232.23405900004,5096952.12762000040,648.00000
629066.60944444849,5100805.1382439807,629066.60944399994,5100805.13824000020,1780.00000
632021.69378060196,5111224.2803455498,632021.69378099998,5111224.28034999970,2068.00000
633872.8296126452,5103800.6298685428,633872.82961300004,5103800.62987000030,903.00000
633359.61036562233,5097818.9571782025,633359.61036599998,5097818.95717999990,741.00000
629460.07205350325,5099682.1579091763,629460.07205399999,5099682.15790999960,1803.00000
635127.57660342823,5110879.9385532821,635127.57660300005,5110879.93855000010,1077.00000
635486.3063663576,5114607.054557506,635486.30636599998,5114607.05456000010,825.00000
634651.73945482704,5107456.840919001,634651.73945500003,5107456.84092000030,692.00000
637609.04273695685,5098805.5539336465,637609.04273700004,5098805.55393000040,1292.00000
632019.40704516775,5102666.3000008846,632019.40704500000,5102666.29999999980,684.00000
632780.34024688811,5105115.3881916497,632780.34024699999,5105115.38819000030,815.00000
635419.60493830964,5096246.1554991128,635419.60493799997,5096246.15550000030,1842.00000
632205.23420070554,5105071.5331165055,632205.23420099996,5105071.53311999980,1116.00000
640106.20547434408,5102714.6042922009,640106.20547399996,5102714.60429000020,866.00000
635716.87671555486,5100234.7172842901,635716.87671600003,5100234.71728000040,510.00000
633430.89885209803,5096659.8185255863,633430.89885200001,5096659.81852999980,1189.00000
633531.35297529236,5108456.623716672,633531.35297500005,5108456.62371999960,1204.00000
641124.92237673223,5105085.9142312771,641124.92237699998,5105085.91423000020,1588.00000
641886.49355848238,5102200.2169317184,641886.49355799996,5102200.21693000010,788.00000
633940.00638621033,5095238.1210534908,633940.00638599996,5095238.12105000020,1774.00000
637778.71341086167,5111645.0039825719,637778.71341099998,5111645.00397999960,1188.00000
638900.57952211099,5113040.2671235409,638900.57952200004,5113040.26712000000,1445.00000
641253.79095080309,5096201.2023990136,641253.79095099994,5096201.20239999980,687.00000
634341.3863444163,5097022.6723030182,634341.38634400000,5097022.67229999970,1200.00000
634991.57142283325,5114905.6234179921,634991.57142299996,5114905.62342000010,921.00000
632435.30908848089,5101564.0429511536,632435.30908799998,5101564.04294999970,665.00000
637184.26696759684,5113897.1767137684,637184.26696799998,5113897.17671000030,1217.00000
633907.68618460768,5113644.5988192614,633907.68618500000,5113644.59882000000,1482.00000
637221.88754870743,5099875.1506481348,637221.88754899998,5099875.15065000020,691.00000
632531.51840003068,5108696.3676669747,632531.51839999994,5108696.36766999960,1789.00000
640955.63724704715,5104895.9755877489,640955.63724700001,5104895.97558999990,1424.00000
636940.9553361088,5108257.7694632541,636940.95533599996,5108257.76946000010,1352.00000
640832.99879080872,5104377.5760502527,640832.99879099999,5104377.57605000030,1086.00000
641970.49649964739,5095399.2437845813,641970.49650000001,5095399.24378000010,670.00000
637071.04644792457,5107197.2139426479,637071.04644800001,5107197.21394000020,1461.00000
638805.03259761934,5100496.2037299266,638805.03259800002,5100496.20373000020,1099.00000
631979.11116657709,5097126.9610696165,631979.11116700002,5097126.96107000020,825.00000
642592.94871078327,5095635.7494354937,642592.94871100003,5095635.74944000040,662.00000
638178.55320895114,5109234.6947242264,638178.55320900003,5109234.69472000000,1691.00000
633390.42226655607,5111659.4257964958,633390.42226699996,5111659.42580000030,1993.00000
635928.30219845066,5100520.2859919304,635928.30219800002,5100520.28598999980,501.00000
639700.66411745129,5103818.7863661647,639700.66411699995,5103818.78636999990,1139.00000
633312.52718182525,5108065.408341974,633312.52718199999,5108065.40833999960,1397.00000
639753.93959325668,5105576.2191509847,639753.93959299999,5105576.21915000030,932.00000
629865.83626234357,5111367.6629340593,629865.83626200003,5111367.66292999960,1943.00000
636589.99659135449,5104887.9912340818,636589.99659100000,5104887.99122999980,1647.00000
632781.65298841731,5099320.3877614299,632781.65298799996,5099320.38776000030,878.00000
640305.66802701424,5096649.5480672074,640305.66802700004,5096649.54806999960,659.00000
634420.95561186993,5103341.2047336437,634420.95561199996,5103341.20473000030,1272.00000
634986.91047043353,5102381.5803750856,634986.91047000000,5102381.58038000020,1284.00000
632294.04804874898,5112029.5148788458,632294.04804899998,5112029.51487999970,2015.00000
634688.0627051614,5109093.5353754498,634688.06270500005,5109093.53538000020,989.00000
636028.50575201097,5109035.9124041134,636028.50575200003,5109035.91239999980,748.00000
635564.42009782582,5112519.0438875426,635564.42009799997,5112519.04389000030,812.00000
632404.30873223511,5113979.7562461374,632404.30873199995,5113979.75624999960,981.00000
639726.29391206685,5101817.0132178906,639726.29391200002,5101817.01322000010,462.00000
639376.38721625064,5100398.1104703229,639376.38721600000,5100398.11046999970,1216.00000
634785.10775035585,5095802.7260357477,634785.10774999997,5095802.72604000010,1409.00000
640861.35248757806,5097515.3064446617,640861.35248799995,5097515.30644000040,712.00000
635556.59086437256,5096599.1646453245,635556.59086400003,5096599.16464999970,1737.00000
634465.32987514744,5108722.0469405847,634465.32987500005,5108722.04693999980,915.00000
631005.2788129776,5100605.3569988608,631005.27881299995,5100605.35699999980,1232.00000
641859.25873808237,5095141.0585781047,641859.25873799995,5095141.05858000000,649.00000
633356.78314247157,5108954.7769753113,633356.78314199997,5108954.77697999960,1456.00000
637364.22461369541,5097969.5718296189,637364.22461399995,5097969.57182999980,1324.00000
633379.47264601139,5101755.8539780062,633379.47264599998,5101755.85398000010,864.00000
632444.80456086888,5104525.8853667844,632444.80456099997,5104525.88537000030,928.00000
635362.95664934337,5106235.2844412411,635362.95664900006,5106235.28443999960,1051.00000
636584.7996256951,5099121.2730556997,636584.79962599999,5099121.27305999960,748.00000
642567.08826047345,5097822.2440079404,642567.08825999999,5097822.24400999960,535.00000
639051.2527935931,5104100.9978510495,639051.25279399997,5104100.99784999990,1491.00000
635563.64568544482,5098153.8811892346,635563.64568500000,5098153.88119000010,968.00000
635554.69077132468,5098591.6606283728,635554.69077099999,5098591.66062999980,774.00000
636689.30096281809,5111167.4536007661,636689.30096300005,5111167.45359999970,775.00000
633116.51635482139,5110334.8093660809,633116.51635499997,5110334.80936999990,1964.00000
636100.19655409828,5107827.7253612382,636100.19655400002,5107827.72535999960,953.00000
633151.28569179587,5097191.9036937617,633151.28569199995,5097191.90369000010,895.00000
633751.87507940747,5111143.3162425077,633751.87507900002,5111143.31623999960,1765.00000
632615.4877371653,5106118.6327708159,632615.48773699999,5106118.63277000000,1005.00000
633688.95510273962,5096809.0859042332,633688.95510300004,5096809.08590000030,1043.00000
632778.20897279703,5095762.5346785011,632778.20897299994,5095762.53467999960,1315.00000
639729.02038898633,5097081.9238443011,639729.02038899995,5097081.92384000030,872.00000
633929.008500061,5104943.3155524004,633929.00850000000,5104943.31555000040,702.00000
638181.21497700282,5113676.210115701,638181.21497700003,5113676.21011999990,1556.00000
634544.73187837866,5106361.3308449835,634544.73187799996,5106361.33084000000,694.00000
641698.68963648297,5098191.5450976053,641698.68963599997,5098191.54509999980,637.00000
639196.33123597014,5098444.4477379024,639196.33123600006,5098444.44773999970,1259.00000
632717.08020075911,5110581.2885727584,632717.08020099998,5110581.28856999990,2064.00000
630665.24980401341,5099724.1996749248,630665.24980400002,5099724.19967000000,1327.00000
635817.85142772831,5098996.9899637168,635817.85142800002,5098996.98995999990,689.00000
641110.71212813328,5098391.5919656837,641110.71212799998,5098391.59197000040,739.00000
642362.08322220948,5103204.3507785974,642362.08322200004,5103204.35078000000,1396.00000
636650.60483742447,5102975.3329649074,636650.60483700002,5102975.33296000030,1313.00000
634064.2310453055,5095915.9729120135,634064.23104500002,5095915.97291000000,1296.00000
633597.56296117953,5098252.917478811,633597.56296100002,5098252.91748000030,674.00000
641992.49920669815,5101721.687269615,641992.49920700002,5101721.68726999960,503.00000
634655.27282352082,5108092.4658592064,634655.27282399999,5108092.46585999990,787.00000
632230.50611357053,5100346.849888254,632230.50611399999,5100346.84989000020,870.00000
637270.51168374065,5106190.3026939919,637270.51168400003,5106190.30269000030,1642.00000
637461.18809783843,5101291.5764909945,637461.18809800001,5101291.57648999990,513.00000
632551.52612769301,5099195.6082661971,632551.52612800000,5099195.60826999970,1032.00000
635856.18638708466,5096547.0193468463,635856.18638700002,5096547.01934999970,1495.00000
638440.08651592804,5112557.7097873017,638440.08651599998,5112557.70978999980,1295.00000
636843.65898356156,5107150.5856760396,636843.65898399998,5107150.58567999960,1404.00000
641572.37588757591,5095268.0181837967,641572.37588800001,5095268.01817999970,652.00000
636528.04114824184,5108832.2440567976,636528.04114800005,5108832.24406000040,997.00000
634363.24578823312,5098442.2764665205,634363.24578799994,5098442.27646999990,750.00000
639829.14152522292,5102018.899992025,639829.14152499998,5102018.89998999980,509.00000
635089.07898924383,5105996.7087686127,635089.07898899994,5105996.70877000040,1018.00000
632227.4347817396,5104708.6206198307,632227.43478200003,5104708.62062000020,1072.00000
639333.51080380031,5103135.5242873505,639333.51080399996,5103135.52429000010,1217.00000
630673.49898727261,5100497.2050023228,630673.49898699997,5100497.20500000010,1393.00000
633382.50577945716,5104564.0714174667,633382.50577900000,5104564.07141999990,613.00000
632742.92225699231,5097931.1533447895,632742.92225700000,5097931.15333999970,704.00000
630511.69165009656,5102318.0667443285,630511.69165000005,5102318.06673999970,1395.00000
635355.59947765863,5097928.6479448872,635355.59947799996,5097928.64793999960,1029.00000
633595.05804825865,5106573.2990759863,633595.05804799998,5106573.29908000030,766.00000
640134.95773080271,5095120.5183539242,640134.95773100003,5095120.51834999960,1014.00000
636234.54094328568,5105935.2778901914,636234.54094300000,5105935.27788999960,1533.00000
639655.89237797295,5096417.9147116337,639655.89237799996,5096417.91471000020,691.00000
631408.19956157112,5111240.5148985628,631408.19956199999,5111240.51489999980,1979.00000
639312.98152153241,5111951.2150039049,639312.98152200005,5111951.21499999990,1763.00000
637902.26889609708,5113236.2405069824,637902.26889599999,5113236.24050999990,1358.00000
634750.72259469936,5106118.1813355386,634750.72259500006,5106118.18133999970,792.00000
634685.13444100262,5111755.9848801661,634685.13444099994,5111755.98488000040,1341.00000
635537.50648412923,5101827.0288215466,635537.50648400001,5101827.02881999970,893.00000
638588.44776724058,5100809.6881628809,638588.44776699995,5100809.68816000040,852.00000
640367.42663940403,5103043.0609538229,640367.42663899995,5103043.06094999980,819.00000
633670.32744702697,5107285.8691064995,633670.32744699996,5107285.86911000030,991.00000
630105.36247826088,5099678.3080478478,630105.36247800000,5099678.30805000010,1566.00000
634695.30166249839,5105690.9108833736,634695.30166200001,5105690.91088000030,958.00000
632700.15954286954,5098572.3242662642,632700.15954300005,5098572.32426999970,873.00000
636139.69963261345,5104664.830653308,636139.69963299995,5104664.83064999990,1782.00000
640164.23021148471,5099261.96162601,640164.23021099996,5099261.96162999980,1081.00000
637685.2042677654,5105342.6408816837,637685.20426799997,5105342.64087999980,1620.00000
633953.17252876912,5101066.6828960879,633953.17252899997,5101066.68290000040,1043.00000
638227.717775753,5097299.8035765802,638227.71777600003,5097299.80358000010,1621.00000
632704.58527917112,5101701.4476079009,632704.58527899999,5101701.44761000010,615.00000
640134.17820244236,5104056.3085441571,640134.17820199998,5104056.30853999960,793.00000
637166.1000631277,5102966.6228285544,637166.10006299999,5102966.62282999980,1436.00000
639587.53042521561,5095495.8318052059,639587.53042500000,5095495.83181000040,1296.00000
631325.90409554017,5110415.0483383164,631325.90409600001,5110415.04834000020,2074.00000
640149.18591592554,5105323.0217178892,640149.18591600005,5105323.02171999960,1046.00000
633457.11400545179,5113498.181946218,633457.11400499998,5113498.18195000010,1503.00000
642137.38658910699,5095668.5823714864,642137.38658900000,5095668.58237000000,676.00000
638058.67025534203,5109761.7724651322,638058.67025500000,5109761.77247000020,1599.00000
632996.62111577811,5109583.8017075071,632996.62111599999,5109583.80171000030,1797.00000
630080.92619631905,5102496.3192614932,630080.92619599996,5102496.31926000030,1537.00000
630744.53488216782,5111517.8449829835,630744.53488199995,5111517.84497999960,1753.00000
636131.2838687076,5113022.1327346135,636131.28386900004,5113022.13272999970,764.00000
631388.5688597695,5099199.9369654143,631388.56886000000,5099199.93697000020,1158.00000
636154.41431540065,5113838.9414860373,636154.41431499994,5113838.94149000010,790.00000
634938.76049598795,5096875.5389776984,634938.76049599994,5096875.53897999970,1552.00000
637348.764595635,5109029.0298979813,637348.76459599996,5109029.02990000040,1345.00000
640482.24742153939,5099382.9347512769,640482.24742200004,5099382.93475000000,1143.00000
636659.27157377114,5101057.290102521,636659.27157400001,5101057.29009999990,559.00000
632502.52400926338,5096883.0427704118,632502.52400900004,5096883.04277000020,811.00000
631775.99794858426,5101169.1643911917,631775.99794899998,5101169.16438999960,879.00000
636839.45500439836,5097405.9288878534,636839.45500399999,5097405.92889000010,1303.00000
631162.58208180661,5113328.7900494784,631162.58208199998,5113328.79005000000,1388.00000
640061.6787098865,5100579.1384819159,640061.67871000001,5100579.13848000020,1301.00000
636205.97158243728,5102520.8705587946,636205.97158200003,5102520.87055999970,1143.00000
636971.892102891,5097883.5299850414,636971.89210299996,5097883.52998999970,1228.00000
636684.861262177,5107275.8611589177,636684.86126200005,5107275.86115999990,1322.00000
632041.21304760664,5101375.9369555367,632041.21304800001,5101375.93695999960,764.00000
634115.2860606442,5110226.3598218178,634115.28606099996,5110226.35981999990,1509.00000
629566.92566874577,5110956.3909070771,629566.92566900002,5110956.39090999960,2104.00000
632378.90478115669,5096709.8463545283,632378.90478099999,5096709.84635000020,824.00000
636314.71545039525,5111893.5567683857,636314.71545000002,5111893.55676999970,740.00000
635920.87834016443,5114919.8601629725,635920.87834000005,5114919.86015999970,1094.00000
639310.37939459598,5109926.2617319226,639310.37939500005,5109926.26173000040,1415.00000
642170.13060835295,5102240.7919333279,642170.13060799998,5102240.79193000030,895.00000
639782.6963558424,5102659.7349837516,639782.69635600003,5102659.73498000020,910.00000
630771.63617550698,5102380.1848154049,630771.63617600000,5102380.18482000010,1276.00000
631345.29926037311,5098038.657939747,631345.29926000000,5098038.65794000030,1356.00000
630874.93547325151,5106397.4927999061,630874.93547300005,5106397.49280000010,1052.00000
635278.01947097597,5113206.7495711613,635278.01947099995,5113206.74957000000,812.00000
637509.87200612458,5106861.0623661391,637509.87200600002,5106861.06237000040,1681.00000
630441.7804215569,5106865.5149958301,630441.78042199998,5106865.51499999970,1249.00000
639976.15691899846,5112804.2840514928,639976.15691899997,5112804.28404999990,1777.00000
637537.89042330743,5097417.1708750278,637537.89042299998,5097417.17088000010,1439.00000
636989.17670489126,5099444.0007905057,636989.17670499999,5099444.00079000000,728.00000
637036.17153798556,5111603.7470653746,637036.17153800000,5111603.74706999960,880.00000
637318.38991849031,5114385.5956683857,637318.38991799997,5114385.59566999970,1217.00000
631444.93202939862,5113167.2340495028,631444.93202900002,5113167.23405000010,1572.00000
643098.57685980585,5097073.2623778833,643098.57686000003,5097073.26238000020,600.00000
633189.72699270141,5095071.7982119843,633189.72699300002,5095071.79820999970,1540.00000
632407.10771924583,5101110.982863022,632407.10771899996,5101110.98285999990,733.00000
633920.02926354599,5097577.7947484367,633920.02926400001,5097577.79475000040,981.00000
632416.92546657869,5110485.5654639667,632416.92546699999,5110485.56546000020,2171.00000
639965.91518077324,5103582.8708270183,639965.91518100002,5103582.87083000040,975.00000
641103.11255845637,5104554.5842682719,641103.11255800002,5104554.58427000050,1386.00000
634450.33004826866,5108232.9336178405,634450.33004799997,5108232.93362000030,838.00000
630032.84742777993,5111825.9170227535,630032.84742799995,5111825.91701999960,1584.00000
637987.39481985325,5106065.4929354731,637987.39482000005,5106065.49294000030,1728.00000
632688.22201123135,5108125.0537956106,632688.22201100003,5108125.05379999990,1773.00000
639908.46922909631,5096715.1214915998,639908.46922900004,5096715.12148999980,727.00000
637646.94718621927,5102364.1986693135,637646.94718599995,5102364.19866999980,937.00000
637063.85347940726,5112372.0494007366,637063.85347900004,5112372.04939999990,925.00000
629680.2653643908,5099089.3585501639,629680.26536399999,5099089.35855000000,1767.00000
636024.31094262784,5107110.0179826245,636024.31094300002,5107110.01798000000,1184.00000
629647.47749018145,5098862.2658017734,629647.47748999996,5098862.26580000020,1718.00000
634589.58114280459,5102045.8962049037,634589.58114300005,5102045.89620000030,1299.00000
640793.76126512187,5100556.0784512758,640793.76126499998,5100556.07844999990,1149.00000
631342.83586460422,5105065.4775636755,631342.83586500003,5105065.47755999960,1439.00000
639557.1793199114,5102800.7007397795,639557.17932000000,5102800.70074000020,1032.00000
632553.18534734356,5100742.7036267901,632553.18534700002,5100742.70363000040,724.00000
635377.32566515054,5113686.3311486496,635377.32566500001,5113686.33115000000,772.00000
641469.77369812853,5098391.0117051713,641469.77369800000,5098391.01171000020,681.00000
632639.39024370105,5112006.6643303195,632639.39024400001,5112006.66433000010,2055.00000
637546.90871310188,5098096.8793594409,637546.90871300001,5098096.87935999970,1448.00000
634526.67294383724,5098098.2807711791,634526.67294399999,5098098.28077000010,844.00000
630040.86792513542,5101740.1457665628,630040.86792500003,5101740.14577000030,1512.00000
638675.4256930484,5103208.6975057572,638675.42569299997,5103208.69751000030,1318.00000
630303.15895339509,5100462.9806739399,630303.15895299998,5100462.98067000040,1550.00000
640410.1394598824,5101327.4634590838,640410.13945999998,5101327.46346000020,637.00000
640174.22397152788,5112623.7813669853,640174.22397199995,5112623.78137000000,1879.00000
634494.21141169849,5109268.4061765624,634494.21141200000,5109268.40617999990,1090.00000
639694.26663877117,5102301.918084776,639694.26663900004,5102301.91808000020,680.00000
638320.33214033954,5099068.719699394,638320.33213999995,5099068.71970000020,1308.00000
638415.64120879339,5101972.5583702764,638415.64120900002,5101972.55836999980,602.00000
636904.0592682861,5100116.4611577969,636904.05926799995,5100116.46116000040,535.00000
638613.77612112323,5110181.5491210669,638613.77612099994,5110181.54911999960,1580.00000
637975.54918717837,5104252.5942638125,637975.54918700003,5104252.59425999970,1603.00000
631246.18463026115,5107073.1392691927,631246.18463000003,5107073.13927000020,1436.00000
637072.84159061371,5107865.7188167423,637072.84159099997,5107865.71882000010,1419.00000
641128.23391879385,5102101.8871650184,641128.23391900002,5102101.88717000000,791.00000
634585.54567661299,5114883.5866514398,634585.54567699996,5114883.58665000000,904.00000
640331.72908468451,5095367.7934444109,640331.72908500000,5095367.79344000020,916.00000
634373.49409632641,5104058.0597612746,634373.49409599998,5104058.05975999960,1160.00000
636508.53201261698,5105488.5123150926,636508.53201299999,5105488.51231999970,1666.00000
634963.46068287001,5100763.747415673,634963.46068300004,5100763.74741999990,862.00000
642025.22808796552,5103137.3787527867,642025.22808799997,5103137.37875000010,1422.00000
